c_simulacion,c_cuota,d_vencimiento,a_cuotapagada,d_pago,a_rutcliente,a_tipocliente,a_fechaalta,n_totalfinanciar,n_precio,n_pie,n_plazo,n_tasamensual,a_marca,a_modelo,a_tipocredito,a_nombreproducto,a_seguro,total_cuotas,cuotas_pagadas,cuotas_vencidas_np,cuotas_futuras_np,cuotas_pagadas_con_atraso,max_dias_atraso,estado_pago_credito,pct_pie,tiene_atraso,pagada,dias_atraso,mora
900161,6,2025-10-24,S,2025-11-03,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,1,10,1
900161,7,2025-11-24,S,2025-12-10,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,1,16,1
900161,8,2025-12-25,S,2026-01-05,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,1,11,1
900161,9,2026-01-25,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,10,2026-02-25,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,11,2026-03-28,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,12,2026-04-28,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,13,2026-05-29,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,14,2026-06-29,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,15,2026-07-30,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,16,2026-08-30,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,17,2026-09-30,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,18,2026-10-31,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,19,2026-12-01,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,20,2027-01-01,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,21,2027-02-01,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,22,2027-03-04,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,23,2027-04-04,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900161,24,2027-05-05,N,2000-01-01,91457329-7,NATURAL,,7489638,11982000,5931000,24,1.87,MARCA_10,MODELO_12,TIPO_01,PRODUCTO_01,SEGURO_01,24,8,4,12,8,58,En Mora Real,49.5,1,0,0,1
900162,1,2025-09-19,S,2025-10-26,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,37,1
900162,2,2025-10-20,S,2025-11-10,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,21,1
900162,3,2025-11-20,S,2025-12-10,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,20,1
900162,4,2025-12-21,S,2026-01-17,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,27,1
900162,5,2026-01-21,S,2026-02-18,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,28,1
900162,6,2026-02-21,S,2026-05-08,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,76,1
900162,7,2026-03-24,S,2026-05-08,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,1,45,1
900162,8,2026-04-24,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,9,2026-05-25,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,10,2026-06-25,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,11,2026-07-26,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,12,2026-08-26,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,13,2026-09-26,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,14,2026-10-27,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,15,2026-11-27,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,16,2026-12-28,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,17,2027-01-28,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,18,2027-02-28,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,19,2027-03-31,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,20,2027-05-01,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,21,2027-06-01,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,22,2027-07-02,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,23,2027-08-02,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,24,2027-09-02,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,25,2027-10-03,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,26,2027-11-03,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,27,2027-12-04,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,28,2028-01-04,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,29,2028-02-04,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,30,2028-03-06,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,31,2028-04-06,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,32,2028-05-07,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,33,2028-06-07,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,34,2028-07-08,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,35,2028-08-08,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,36,2028-09-08,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,37,2028-10-09,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,38,2028-11-09,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,39,2028-12-10,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,40,2029-01-10,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,41,2029-02-10,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,42,2029-03-13,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,43,2029-04-13,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,44,2029-05-14,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,45,2029-06-14,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,46,2029-07-15,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,47,2029-08-15,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900162,48,2029-09-15,N,2000-01-01,98715139-0,NATURAL,,11783651,9940000,3936000,48,2.1,MARCA_05,MODELO_30,TIPO_01,PRODUCTO_01,SEGURO_01,48,7,1,40,7,76,En Mora Real,39.6,1,0,0,1
900163,1,2025-10-12,S,2025-10-11,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-1,0
900163,2,2025-11-12,S,2025-11-12,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,0,0
900163,3,2025-12-13,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,3,0
900163,4,2026-01-13,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-28,0
900163,5,2026-02-13,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-59,0
900163,6,2026-03-16,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,7,2026-04-16,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,8,2026-05-17,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,9,2026-06-17,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,10,2026-07-18,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,11,2026-08-18,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,12,2026-09-18,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,13,2026-10-19,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,14,2026-11-19,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,15,2026-12-20,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,16,2027-01-20,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,17,2027-02-20,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,18,2027-03-23,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,19,2027-04-23,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,20,2027-05-24,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,21,2027-06-24,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,22,2027-07-25,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,23,2027-08-25,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900163,24,2027-09-25,S,2025-12-16,92735331-8,NATURAL,,9306374,7486000,367000,24,2.6,MARCA_12,MODELO_OTRO,TIPO_01,PRODUCTO_02,SEGURO_01,24,24,0,0,1,3,Pagado Totalmente,4.9,1,1,-60,0
900164,1,2026-03-05,S,2026-03-06,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,1,0
900164,2,2026-04-05,S,2026-04-06,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,1,0
900164,3,2026-05-06,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,2,0
900164,4,2026-06-06,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-29,0
900164,5,2026-07-07,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900164,6,2026-08-07,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-91,0
900164,7,2026-09-07,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900164,8,2026-10-08,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900164,9,2026-11-08,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900164,10,2026-12-09,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900164,11,2027-01-09,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900164,12,2027-02-09,S,2026-05-08,91983418-8,NATURAL,,4896504,9775000,5787000,12,2.65,MARCA_06,MODELO_11,TIPO_01,PRODUCTO_01,SEGURO_01,12,12,0,0,3,2,Pagado Totalmente,59.2,1,1,-60,0
900165,1,2025-09-02,S,2025-08-28,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,-5,1
900165,2,2025-10-03,S,2025-09-29,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,-4,1
900165,3,2025-11-03,S,2025-10-28,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,-6,1
900165,4,2025-12-04,S,2025-12-04,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,0,1
900165,5,2026-01-04,S,2025-12-23,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,-12,1
900165,6,2026-02-04,S,2026-01-29,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,-6,1
900165,7,2026-03-07,S,2026-03-07,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,0,1
900165,8,2026-04-07,S,2026-03-20,91742296-6,NATURAL,,6088259,9366000,4543000,36,2.16,MARCA_19,MODELO_10,TIPO_01,PRODUCTO_01,SEGURO_01,36,9,0,27,0,0,En Mora Real,48.5,0,1,-18,1
